O*NET-SOC Code,Title,Element Name,Skill_Importance,Skill_Level,Skill_Type,Hot_Technology,In_Demand,Workplace_Example
13-1199.04,Business Continuity Planners,Data base user interface and query software,,,Software,Y,Y,Microsoft Access
13-1199.04,Business Continuity Planners,Document management software,,,Software,Y,Y,Adobe Acrobat
13-1199.04,Business Continuity Planners,Electronic mail software,,,Software,Y,N,Microsoft Outlook
13-1199.04,Business Continuity Planners,Enterprise resource planning ERP software,,,Software,N,N,Business continuity software
13-1199.04,Business Continuity Planners,Internet browser software,,,Software,N,N,Web browser software
13-1199.04,Business Continuity Planners,LAN software,,,Software,N,N,Local area network LAN software
13-1199.04,Business Continuity Planners,Network operation system software,,,Software,N,N,SunGard NotiFind
13-1199.04,Business Continuity Planners,Office suite software,,,Software,Y,Y,Microsoft Office software
13-1199.04,Business Continuity Planners,Operating system software,,,Software,N,N,Computer operating systems
13-1199.04,Business Continuity Planners,Presentation software,,,Software,Y,Y,Mentimeter
13-1199.04,Business Continuity Planners,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-1199.04,Business Continuity Planners,Project management software,,,Software,Y,N,Atlassian Confluence
13-1199.04,Business Continuity Planners,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-1199.04,Business Continuity Planners,Word processing software,,,Software,Y,N,Microsoft Word
13-1199.05,Sustainability Specialists,Analytical or scientific software,,,Software,N,N,Life cycle assessment LCA software
13-1199.05,Sustainability Specialists,Business intelligence and data analysis software,,,Software,Y,Y,Microsoft Power BI
13-1199.05,Sustainability Specialists,Computer aided design CAD software,,,Software,Y,N,Autodesk AutoCAD
13-1199.05,Sustainability Specialists,Data base user interface and query software,,,Software,Y,N,Microsoft Access
13-1199.05,Sustainability Specialists,Data mining software,,,Software,Y,N,Google Analytics
13-1199.05,Sustainability Specialists,Desktop publishing software,,,Software,Y,N,Adobe InDesign
13-1199.05,Sustainability Specialists,Document management software,,,Software,Y,N,Adobe Acrobat
13-1199.05,Sustainability Specialists,Electronic mail software,,,Software,Y,Y,Microsoft Outlook
13-1199.05,Sustainability Specialists,Enterprise application integration software,,,Software,Y,N,Extensible markup language XML
13-1199.05,Sustainability Specialists,Enterprise resource planning ERP software,,,Software,Y,N,SAP software
13-1199.05,Sustainability Specialists,Geographic information system,,,Software,N,N,Esri ArcGIS
13-1199.05,Sustainability Specialists,Graphics or photo imaging software,,,Software,Y,N,Adobe Creative Cloud software
13-1199.05,Sustainability Specialists,Information retrieval or search software,,,Software,N,N,Online database search and retrieval software
13-1199.05,Sustainability Specialists,Internet browser software,,,Software,N,N,Web browser software
13-1199.05,Sustainability Specialists,Inventory management software,,,Software,N,N,Inventory management systems
13-1199.05,Sustainability Specialists,Office suite software,,,Software,Y,Y,Microsoft Office software
13-1199.05,Sustainability Specialists,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-1199.05,Sustainability Specialists,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-1199.05,Sustainability Specialists,Project management software,,,Software,Y,N,Microsoft Project
13-1199.05,Sustainability Specialists,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-1199.05,Sustainability Specialists,Web page creation and editing software,,,Software,N,N,Social media sites
13-1199.05,Sustainability Specialists,Web platform development software,,,Software,Y,N,JavaScript
13-1199.05,Sustainability Specialists,Word processing software,,,Software,Y,N,Microsoft Word
13-1199.06,Online Merchants,Accounting software,,,Software,Y,N,Financial accounting software
13-1199.06,Online Merchants,Business intelligence and data analysis software,,,Software,N,N,IBM Digital Analytics
13-1199.06,Online Merchants,Cloud-based management software,,,Software,N,N,IBM WebSphere
13-1199.06,Online Merchants,Communications server software,,,Software,N,N,IBM Domino
13-1199.06,Online Merchants,Customer relationship management CRM software,,,Software,N,N,Microsoft Dynamics
13-1199.06,Online Merchants,Data base management system software,,,Software,Y,N,Apache Solr
13-1199.06,Online Merchants,Data base user interface and query software,,,Software,Y,N,Microsoft Access
13-1199.06,Online Merchants,Data mining software,,,Software,Y,Y,Bing for Power BI
13-1199.06,Online Merchants,Development environment software,,,Software,Y,N,Microsoft .NET Framework
13-1199.06,Online Merchants,Electronic mail software,,,Software,Y,N,Microsoft Outlook
13-1199.06,Online Merchants,Enterprise application integration software,,,Software,Y,N,Extensible markup language XML
13-1199.06,Online Merchants,Enterprise resource planning ERP software,,,Software,N,N,NetSuite ERP
13-1199.06,Online Merchants,Graphics or photo imaging software,,,Software,Y,N,Adobe Photoshop
13-1199.06,Online Merchants,Instant messaging software,,,Software,N,N,Twitter
13-1199.06,Online Merchants,Internet browser software,,,Software,N,N,Web browser software
13-1199.06,Online Merchants,Inventory management software,,,Software,N,N,Inventory tracking software
13-1199.06,Online Merchants,Mailing and shipping software,,,Software,N,N,Shipment processing software
13-1199.06,Online Merchants,Mobile operator specific application software,,,Software,N,N,Mobile application software
13-1199.06,Online Merchants,Object or component oriented development software,,,Software,Y,N,C#
13-1199.06,Online Merchants,Office suite software,,,Software,Y,Y,Microsoft Office software
13-1199.06,Online Merchants,Operating system software,,,Software,Y,N,Apple macOS
13-1199.06,Online Merchants,Point of sale POS software,,,Software,N,Y,CCBill
13-1199.06,Online Merchants,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-1199.06,Online Merchants,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-1199.06,Online Merchants,Project management software,,,Software,Y,N,Microsoft Project
13-1199.06,Online Merchants,Sales and marketing software,,,Software,N,N,Bing Ads
13-1199.06,Online Merchants,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-1199.06,Online Merchants,Video creation and editing software,,,Software,N,N,Screencast-O-Matic
13-1199.06,Online Merchants,Web page creation and editing software,,,Software,Y,N,Adobe Dreamweaver
13-1199.06,Online Merchants,Web platform development software,,,Software,Y,N,AJAX
13-1199.06,Online Merchants,Word processing software,,,Software,Y,N,Microsoft Word
13-1199.07,Security Management Specialists,Access software,,,Software,N,N,IBM Tivoli software
13-1199.07,Security Management Specialists,Administration software,,,Software,N,N,Cisco Systems CiscoWorks
13-1199.07,Security Management Specialists,Authentication server software,,,Software,N,N,Single sign-on SSO
13-1199.07,Security Management Specialists,Business intelligence and data analysis software,,,Software,N,N,Oracle Business Intelligence Enterprise Edition
13-1199.07,Security Management Specialists,Cloud-based management software,,,Software,Y,N,Splunk Enterprise
13-1199.07,Security Management Specialists,Cloud-based protection or security software,,,Software,N,N,Tenable Nessus
13-1199.07,Security Management Specialists,Data base reporting software,,,Software,N,N,SAP Crystal Reports
13-1199.07,Security Management Specialists,Data base user interface and query software,,,Software,Y,Y,Amazon Web Services AWS software
13-1199.07,Security Management Specialists,Development environment software,,,Software,Y,Y,Microsoft Azure software
13-1199.07,Security Management Specialists,Document management software,,,Software,Y,N,Adobe Acrobat
13-1199.07,Security Management Specialists,Electronic mail software,,,Software,Y,N,Microsoft Outlook
13-1199.07,Security Management Specialists,Enterprise resource planning ERP software,,,Software,Y,N,Management information systems MIS
13-1199.07,Security Management Specialists,Facilities management software,,,Software,N,N,Physical access management software
13-1199.07,Security Management Specialists,Gateway software,,,Software,N,N,Secure web gateway software
13-1199.07,Security Management Specialists,Graphics or photo imaging software,,,Software,N,N,Photo editing software
13-1199.07,Security Management Specialists,Internet browser software,,,Software,N,N,Web browser software
13-1199.07,Security Management Specialists,Internet directory services software,,,Software,Y,Y,Microsoft Active Directory
13-1199.07,Security Management Specialists,Network security and virtual private network VPN equipment software,,,Software,N,Y,Firewall software
13-1199.07,Security Management Specialists,Network security or virtual private network VPN management software,,,Software,N,N,CyberArk
13-1199.07,Security Management Specialists,Object or component oriented development software,,,Software,Y,N,Oracle Java
13-1199.07,Security Management Specialists,Office suite software,,,Software,Y,Y,Microsoft Office software
13-1199.07,Security Management Specialists,Operating system software,,,Software,Y,Y,Linux
13-1199.07,Security Management Specialists,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-1199.07,Security Management Specialists,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-1199.07,Security Management Specialists,Program testing software,,,Software,N,Y,MITRE ATT&CK software
13-1199.07,Security Management Specialists,Risk management data and analysis software,,,Software,N,N,ArcSight Enterprise Threat and Risk Management
13-1199.07,Security Management Specialists,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-1199.07,Security Management Specialists,Transaction security and virus protection software,,,Software,N,N,Chinotec Technologies Paros
13-1199.07,Security Management Specialists,Transaction server software,,,Software,N,N,Customer information control system CICS
13-1199.07,Security Management Specialists,Video conferencing software,,,Software,N,N,Videoconferencing software
13-1199.07,Security Management Specialists,Web page creation and editing software,,,Software,N,N,Social networking software
13-1199.07,Security Management Specialists,Web platform development software,,,Software,Y,N,JavaScript
13-1199.07,Security Management Specialists,Word processing software,,,Software,Y,N,Microsoft Word
13-2011.00,Accountants and Auditors,Accounting software,,,Software,Y,Y,Accounts payable software
13-2011.00,Accountants and Auditors,Analytical or scientific software,,,Software,Y,N,ACL Audit Exchange
13-2011.00,Accountants and Auditors,Billing and invoicing software,,,Software,N,N,Billing software
13-2011.00,Accountants and Auditors,Business intelligence and data analysis software,,,Software,Y,N,Alteryx software
13-2011.00,Accountants and Auditors,Compliance software,,,Software,N,N,Accounting compliance software
13-2011.00,Accountants and Auditors,Customer relationship management CRM software,,,Software,Y,N,Blackbaud The Raiser's Edge
13-2011.00,Accountants and Auditors,Data base management system software,,,Software,Y,N,Apache Solr
13-2011.00,Accountants and Auditors,Data base reporting software,,,Software,N,N,ADP Super Report Writer
13-2011.00,Accountants and Auditors,Data base user interface and query software,,,Software,Y,N,Best Software CPAPayroll
13-2011.00,Accountants and Auditors,Data mining software,,,Software,N,N,Data extraction software
13-2011.00,Accountants and Auditors,Desktop communications software,,,Software,N,N,Eko
13-2011.00,Accountants and Auditors,Desktop publishing software,,,Software,N,N,Microsoft Publisher
13-2011.00,Accountants and Auditors,Development environment software,,,Software,Y,N,eXtensible Business Reporting Language XBRL
13-2011.00,Accountants and Auditors,Document management software,,,Software,Y,N,Adobe Acrobat
13-2011.00,Accountants and Auditors,Electronic mail software,,,Software,Y,Y,IBM Notes
13-2011.00,Accountants and Auditors,Enterprise application integration software,,,Software,N,N,SAP BusinessObjects Data Integrator
13-2011.00,Accountants and Auditors,Enterprise resource planning ERP software,,,Software,Y,Y,Accountants Templates JAZZ-It!
13-2011.00,Accountants and Auditors,Enterprise system management software,,,Software,N,N,IBM Power Systems software
13-2011.00,Accountants and Auditors,Financial analysis software,,,Software,N,N,Accounting fraud detection software
13-2011.00,Accountants and Auditors,Human resources software,,,Software,N,N,ADP Workforce Now
13-2011.00,Accountants and Auditors,Information retrieval or search software,,,Software,N,N,LexisNexis
13-2011.00,Accountants and Auditors,Inventory management software,,,Software,N,N,Asset management software
13-2011.00,Accountants and Auditors,Medical software,,,Software,Y,N,Epic Systems
13-2011.00,Accountants and Auditors,Object or component oriented development software,,,Software,Y,N,R
13-2011.00,Accountants and Auditors,Office suite software,,,Software,Y,Y,Corel WordPerfect Office Suite
13-2011.00,Accountants and Auditors,Operating system software,,,Software,Y,N,Microsoft Windows
13-2011.00,Accountants and Auditors,Presentation software,,,Software,Y,Y,Google Slides
13-2011.00,Accountants and Auditors,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-2011.00,Accountants and Auditors,Project management software,,,Software,Y,N,Microsoft Project
13-2011.00,Accountants and Auditors,Risk management data and analysis software,,,Software,N,N,Thomson Reuters Risk Management
13-2011.00,Accountants and Auditors,Spreadsheet software,,,Software,Y,Y,Google Sheets
13-2011.00,Accountants and Auditors,Tax preparation software,,,Software,Y,N,1099 ProsSoftware
13-2011.00,Accountants and Auditors,Time accounting software,,,Software,N,N,Payroll software
13-2011.00,Accountants and Auditors,Transaction security and virus protection software,,,Software,N,N,NortonLifeLock cybersecurity software
13-2011.00,Accountants and Auditors,Transaction server software,,,Software,N,N,Tumbleweed SecureTransport
13-2011.00,Accountants and Auditors,Video creation and editing software,,,Software,N,N,TechSmith Camtasia
13-2011.00,Accountants and Auditors,Word processing software,,,Software,Y,N,Google Docs
13-2022.00,Appraisers of Personal and Business Property,Analytical or scientific software,,,Software,N,N,Computer assisted mass appraisal CAMA software
13-2022.00,Appraisers of Personal and Business Property,Data base user interface and query software,,,Software,Y,N,Ascend Property Assessment
13-2022.00,Appraisers of Personal and Business Property,Electronic mail software,,,Software,Y,N,Microsoft Outlook
13-2022.00,Appraisers of Personal and Business Property,Financial analysis software,,,Software,N,N,Cost estimating software
13-2022.00,Appraisers of Personal and Business Property,Internet browser software,,,Software,N,N,Web browser software
13-2022.00,Appraisers of Personal and Business Property,Office suite software,,,Software,Y,N,Microsoft Office software
13-2022.00,Appraisers of Personal and Business Property,Operating system software,,,Software,Y,N,Microsoft Windows
13-2022.00,Appraisers of Personal and Business Property,Presentation software,,,Software,Y,N,Microsoft PowerPoint
13-2022.00,Appraisers of Personal and Business Property,Spreadsheet software,,,Software,Y,N,Microsoft Excel
13-2022.00,Appraisers of Personal and Business Property,Word processing software,,,Software,Y,N,Microsoft Word
13-2023.00,Appraisers and Assessors of Real Estate,Accounting software,,,Software,N,N,CPR International GeneralCOST Estimator
13-2023.00,Appraisers and Assessors of Real Estate,Analytical or scientific software,,,Software,N,N,a la mode Pocket TOTAL
13-2023.00,Appraisers and Assessors of Real Estate,Calendar and scheduling software,,,Software,N,N,Govern Software Land and Permits Management System
13-2023.00,Appraisers and Assessors of Real Estate,Data base user interface and query software,,,Software,Y,N,Ascend Property Assessment
13-2023.00,Appraisers and Assessors of Real Estate,Desktop publishing software,,,Software,N,N,ACI Appraiser's Choice
13-2023.00,Appraisers and Assessors of Real Estate,Electronic mail software,,,Software,Y,Y,Microsoft Outlook
13-2023.00,Appraisers and Assessors of Real Estate,Financial analysis software,,,Software,N,N,Cost estimating software
13-2023.00,Appraisers and Assessors of Real Estate,Geographic information system,,,Software,N,N,Geographic information system GIS systems
13-2023.00,Appraisers and Assessors of Real Estate,Graphics or photo imaging software,,,Software,N,N,Bradford ClickFORMS
13-2023.00,Appraisers and Assessors of Real Estate,Information retrieval or search software,,,Software,N,N,Online title search and property report software
13-2023.00,Appraisers and Assessors of Real Estate,Internet browser software,,,Software,N,N,Web browser software
13-2023.00,Appraisers and Assessors of Real Estate,Map creation software,,,Software,N,N,Apex IV Assessor
13-2023.00,Appraisers and Assessors of Real Estate,Office suite software,,,Software,Y,Y,Google Workspace software
13-2023.00,Appraisers and Assessors of Real Estate,Operating system software,,,Software,Y,N,Apple iOS
13-2023.00,Appraisers and Assessors of Real Estate,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2023.00,Appraisers and Assessors of Real Estate,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2023.00,Appraisers and Assessors of Real Estate,Tax preparation software,,,Software,N,N,Manatron MVP Tax
13-2023.00,Appraisers and Assessors of Real Estate,Video conferencing software,,,Software,N,N,Google Meet
13-2023.00,Appraisers and Assessors of Real Estate,Word processing software,,,Software,Y,Y,Concierge Systems Report Concierge
13-2031.00,Budget Analysts,Accounting software,,,Software,N,N,Deltek Costpoint
13-2031.00,Budget Analysts,Analytical or scientific software,,,Software,N,N,Statistical software
13-2031.00,Budget Analysts,Business intelligence and data analysis software,,,Software,Y,Y,IBM Cognos Business Intelligence
13-2031.00,Budget Analysts,Data base reporting software,,,Software,N,N,SAP BusinessObjects Crystal Reports
13-2031.00,Budget Analysts,Data base user interface and query software,,,Software,Y,Y,Microsoft Access
13-2031.00,Budget Analysts,Development environment software,,,Software,Y,N,Business Objects Data Integrator
13-2031.00,Budget Analysts,Document management software,,,Software,Y,N,Microsoft SharePoint
13-2031.00,Budget Analysts,Electronic mail software,,,Software,Y,Y,Email software
13-2031.00,Budget Analysts,Enterprise resource planning ERP software,,,Software,Y,Y,Adaptive Planning
13-2031.00,Budget Analysts,Financial analysis software,,,Software,N,N,Budget monitoring systems
13-2031.00,Budget Analysts,Graphics or photo imaging software,,,Software,N,N,Graphics software
13-2031.00,Budget Analysts,Human resources software,,,Software,N,N,Human resources management system HRMS
13-2031.00,Budget Analysts,Object or component oriented development software,,,Software,N,N,Microsoft Visual Basic.NET
13-2031.00,Budget Analysts,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2031.00,Budget Analysts,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2031.00,Budget Analysts,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2031.00,Budget Analysts,Time accounting software,,,Software,N,N,Payroll software
13-2031.00,Budget Analysts,Word processing software,,,Software,Y,Y,Microsoft Word
13-2041.00,Credit Analysts,Analytical or scientific software,,,Software,Y,N,SAS
13-2041.00,Credit Analysts,Business intelligence and data analysis software,,,Software,N,N,Oracle Business Intelligence Enterprise Edition
13-2041.00,Credit Analysts,Content workflow software,,,Software,N,N,Equifax Application Engine
13-2041.00,Credit Analysts,Data base user interface and query software,,,Software,Y,N,Microsoft SQL Server
13-2041.00,Credit Analysts,Development environment software,,,Software,Y,N,Microsoft Visual Basic
13-2041.00,Credit Analysts,Document management software,,,Software,N,N,Credit adjudication and lending management system CALMS
13-2041.00,Credit Analysts,Electronic mail software,,,Software,Y,Y,Microsoft Outlook
13-2041.00,Credit Analysts,Enterprise resource planning ERP software,,,Software,Y,N,Microsoft Dynamics
13-2041.00,Credit Analysts,Financial analysis software,,,Software,N,N,CGI-AMS CACS Enterprise
13-2041.00,Credit Analysts,Information retrieval or search software,,,Software,N,N,CGI-AMS BureauLink Enterprise
13-2041.00,Credit Analysts,Object or component oriented development software,,,Software,Y,N,Python
13-2041.00,Credit Analysts,Office suite software,,,Software,Y,Y,Experian Strategy Management
13-2041.00,Credit Analysts,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2041.00,Credit Analysts,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2041.00,Credit Analysts,Word processing software,,,Software,Y,Y,Microsoft Word
13-2051.00,Financial and Investment Analysts,Accounting software,,,Software,Y,N,Fund accounting software
13-2051.00,Financial and Investment Analysts,Analytical or scientific software,,,Software,Y,N,Analyse-it
13-2051.00,Financial and Investment Analysts,Business intelligence and data analysis software,,,Software,Y,Y,Alteryx software
13-2051.00,Financial and Investment Analysts,Charting software,,,Software,N,N,Montgomery Investment Technology Utility XL
13-2051.00,Financial and Investment Analysts,Configuration management software,,,Software,N,N,Perforce Helix software
13-2051.00,Financial and Investment Analysts,Customer relationship management CRM software,,,Software,Y,N,Salesforce software
13-2051.00,Financial and Investment Analysts,Data base management system software,,,Software,Y,N,Apache Hive
13-2051.00,Financial and Investment Analysts,Data base reporting software,,,Software,Y,N,Microsoft SQL Server Reporting Services SSRS
13-2051.00,Financial and Investment Analysts,Data base user interface and query software,,,Software,Y,Y,FileMaker Pro
13-2051.00,Financial and Investment Analysts,Development environment software,,,Software,Y,N,Microsoft Visual Basic
13-2051.00,Financial and Investment Analysts,Document management software,,,Software,Y,N,Microsoft SharePoint
13-2051.00,Financial and Investment Analysts,Electronic mail software,,,Software,Y,Y,Email software
13-2051.00,Financial and Investment Analysts,Enterprise resource planning ERP software,,,Software,Y,Y,Microsoft Dynamics
13-2051.00,Financial and Investment Analysts,Enterprise system management software,,,Software,N,N,IBM Power Systems software
13-2051.00,Financial and Investment Analysts,Expert system software,,,Software,N,N,Ivorix Neurostrategy Finance
13-2051.00,Financial and Investment Analysts,Financial analysis software,,,Software,N,N,Advanced Portfolio Technologies Report Builder
13-2051.00,Financial and Investment Analysts,Human resources software,,,Software,N,N,ADP Workforce Now
13-2051.00,Financial and Investment Analysts,Information retrieval or search software,,,Software,N,N,dailyVest Investment Personalization Platform
13-2051.00,Financial and Investment Analysts,Internet browser software,,,Software,N,N,Web browser software
13-2051.00,Financial and Investment Analysts,Object or component oriented development software,,,Software,Y,N,R
13-2051.00,Financial and Investment Analysts,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2051.00,Financial and Investment Analysts,Presentation software,,,Software,Y,Y,Apple Keynote
13-2051.00,Financial and Investment Analysts,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-2051.00,Financial and Investment Analysts,Project management software,,,Software,Y,N,Microsoft Project
13-2051.00,Financial and Investment Analysts,Sales and marketing software,,,Software,Y,N,Marketo Marketing Automation
13-2051.00,Financial and Investment Analysts,Spreadsheet software,,,Software,Y,Y,Apple AppleWorks
13-2051.00,Financial and Investment Analysts,Word processing software,,,Software,Y,N,Google Docs
13-2052.00,Personal Financial Advisors,Accounting software,,,Software,N,N,Fund accounting software
13-2052.00,Personal Financial Advisors,Analytical or scientific software,,,Software,N,N,Monte Carlo simulation software
13-2052.00,Personal Financial Advisors,Calendar and scheduling software,,,Software,N,N,Pimlico Software DateBk
13-2052.00,Personal Financial Advisors,Communications server software,,,Software,N,N,IBM Domino
13-2052.00,Personal Financial Advisors,Compliance software,,,Software,N,N,ComplianceMAX
13-2052.00,Personal Financial Advisors,Customer relationship management CRM software,,,Software,Y,N,ACT! ACT4Advisors
13-2052.00,Personal Financial Advisors,Data base user interface and query software,,,Software,Y,N,FileMaker Pro
13-2052.00,Personal Financial Advisors,Development environment software,,,Software,Y,N,Microsoft Visual Basic
13-2052.00,Personal Financial Advisors,Document management software,,,Software,N,N,Cabinet NG CNG-SAFE
13-2052.00,Personal Financial Advisors,Electronic mail software,,,Software,Y,N,Microsoft Outlook
13-2052.00,Personal Financial Advisors,Enterprise resource planning ERP software,,,Software,N,N,Microsoft Dynamics
13-2052.00,Personal Financial Advisors,Financial analysis software,,,Software,N,N,Advent Axys
13-2052.00,Personal Financial Advisors,Internet browser software,,,Software,N,N,Web browser software
13-2052.00,Personal Financial Advisors,Object or component oriented development software,,,Software,Y,N,Swift
13-2052.00,Personal Financial Advisors,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2052.00,Personal Financial Advisors,Presentation software,,,Software,Y,Y,Financial planning presentation software
13-2052.00,Personal Financial Advisors,Project management software,,,Software,Y,N,Microsoft Project
13-2052.00,Personal Financial Advisors,Spreadsheet software,,,Software,Y,Y,Corel QuattroPro
13-2052.00,Personal Financial Advisors,Word processing software,,,Software,Y,N,Automatic Data Processing ProxyEdge
13-2053.00,Insurance Underwriters,Data base user interface and query software,,,Software,Y,N,Database software
13-2053.00,Insurance Underwriters,Document management software,,,Software,N,N,IBM FileNet Content Manager
13-2053.00,Insurance Underwriters,Electronic mail software,,,Software,Y,Y,Microsoft Outlook
13-2053.00,Insurance Underwriters,Enterprise resource planning ERP software,,,Software,N,N,Anodas Software Limited Phoenix
13-2053.00,Insurance Underwriters,Financial analysis software,,,Software,N,N,Delphi Technology
13-2053.00,Insurance Underwriters,Information retrieval or search software,,,Software,N,N,LexisNexis
13-2053.00,Insurance Underwriters,Internet browser software,,,Software,N,N,Web browser software
13-2053.00,Insurance Underwriters,Object or component oriented development software,,,Software,Y,N,C++
13-2053.00,Insurance Underwriters,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2053.00,Insurance Underwriters,Operating system software,,,Software,Y,N,Microsoft Windows
13-2053.00,Insurance Underwriters,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2053.00,Insurance Underwriters,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2053.00,Insurance Underwriters,Word processing software,,,Software,Y,N,Microsoft Word
13-2054.00,Financial Risk Specialists,Accounting software,,,Software,Y,N,Fund accounting software
13-2054.00,Financial Risk Specialists,Analytical or scientific software,,,Software,Y,N,Analyse-it
13-2054.00,Financial Risk Specialists,Business intelligence and data analysis software,,,Software,Y,Y,IBM Cognos Impromptu
13-2054.00,Financial Risk Specialists,Charting software,,,Software,N,N,Montgomery Investment Technology Utility XL
13-2054.00,Financial Risk Specialists,Configuration management software,,,Software,N,N,Perforce Helix software
13-2054.00,Financial Risk Specialists,Content workflow software,,,Software,Y,N,Atlassian JIRA
13-2054.00,Financial Risk Specialists,Customer relationship management CRM software,,,Software,Y,N,Salesforce software
13-2054.00,Financial Risk Specialists,Data base management system software,,,Software,Y,N,Apache Hive
13-2054.00,Financial Risk Specialists,Data base reporting software,,,Software,Y,N,Microsoft SQL Server Reporting Services SSRS
13-2054.00,Financial Risk Specialists,Data base user interface and query software,,,Software,Y,Y,Amazon Web Services AWS software
13-2054.00,Financial Risk Specialists,Development environment software,,,Software,Y,N,Microsoft Azure software
13-2054.00,Financial Risk Specialists,Document management software,,,Software,Y,N,Microsoft SharePoint
13-2054.00,Financial Risk Specialists,Electronic mail software,,,Software,Y,N,IBM Notes
13-2054.00,Financial Risk Specialists,Enterprise resource planning ERP software,,,Software,Y,N,Management information systems MIS
13-2054.00,Financial Risk Specialists,Enterprise system management software,,,Software,N,N,IBM Power Systems software
13-2054.00,Financial Risk Specialists,Expert system software,,,Software,N,N,Ivorix Neurostrategy Finance
13-2054.00,Financial Risk Specialists,Financial analysis software,,,Software,N,N,Advanced Portfolio Technologies Report Builder
13-2054.00,Financial Risk Specialists,Human resources software,,,Software,N,N,ADP Workforce Now
13-2054.00,Financial Risk Specialists,Information retrieval or search software,,,Software,N,N,dailyVest Investment Personalization Platform
13-2054.00,Financial Risk Specialists,Internet browser software,,,Software,N,N,Web browser software
13-2054.00,Financial Risk Specialists,Object or component oriented development software,,,Software,Y,Y,C++
13-2054.00,Financial Risk Specialists,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2054.00,Financial Risk Specialists,Operating system software,,,Software,Y,N,Linux
13-2054.00,Financial Risk Specialists,Presentation software,,,Software,Y,Y,Apple Keynote
13-2054.00,Financial Risk Specialists,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-2054.00,Financial Risk Specialists,Project management software,,,Software,Y,N,Microsoft Project
13-2054.00,Financial Risk Specialists,Sales and marketing software,,,Software,Y,N,Marketo Marketing Automation
13-2054.00,Financial Risk Specialists,Spreadsheet software,,,Software,Y,Y,Apple AppleWorks
13-2054.00,Financial Risk Specialists,Transaction security and virus protection software,,,Software,N,N,McAfee
13-2054.00,Financial Risk Specialists,Word processing software,,,Software,Y,N,Google Docs
13-2061.00,Financial Examiners,Compliance software,,,Software,N,N,Financial compliance software
13-2061.00,Financial Examiners,Data base user interface and query software,,,Software,Y,N,Microsoft Access
13-2061.00,Financial Examiners,Document management software,,,Software,Y,N,Microsoft SharePoint
13-2061.00,Financial Examiners,Electronic mail software,,,Software,Y,Y,Microsoft Outlook
13-2061.00,Financial Examiners,Enterprise resource planning ERP software,,,Software,Y,N,SAP software
13-2061.00,Financial Examiners,Financial analysis software,,,Software,N,N,ACL Analytics
13-2061.00,Financial Examiners,Information retrieval or search software,,,Software,N,N,LexisNexis
13-2061.00,Financial Examiners,Internet browser software,,,Software,N,N,Web browser software
13-2061.00,Financial Examiners,Object or component oriented development software,,,Software,Y,N,R
13-2061.00,Financial Examiners,Office suite software,,,Software,Y,Y,Microsoft Office software
13-2061.00,Financial Examiners,Operating system software,,,Software,Y,N,Microsoft Windows
13-2061.00,Financial Examiners,Presentation software,,,Software,Y,Y,Microsoft PowerPoint
13-2061.00,Financial Examiners,Process mapping and design software,,,Software,Y,N,Microsoft Visio
13-2061.00,Financial Examiners,Project management software,,,Software,Y,N,Investigation management software
13-2061.00,Financial Examiners,Spreadsheet software,,,Software,Y,Y,Microsoft Excel
13-2061.00,Financial Examiners,Word processing software,,,Software,Y,Y,Microsoft Word
13-2071.00,Credit Counselors,Data base user interface and query software,,,Software,Y,N,CoreLogic DebtorTrace
13-2071.00,Credit Counselors,Electronic mail software,,,Software,Y,Y,Email software
13-2071.00,Credit Counselors,Enterprise resource planning ERP software,,,Software,Y,N,Microsoft Dynamics
13-2071.00,Credit Counselors,Financial analysis software,,,Software,N,N,Cooperative Processing Resources DMS Professional Suite
13-2071.00,Credit Counselors,Information retrieval or search software,,,Software,N,N,LexisNexis
